text,true_label,predicted_label,predicted_score,github,protocol_id
melsers tillämpning framgår av motionen som belyser densamma med några exempel Det heter bl a i motionen Inom Västernorrlands län har man vid utarrenderingen av vissa ecklesiastika boställen stipulerat följande villkor 1 ) arrendatorn skall tillhandahålla tjänstinnehavaren söt oskummad mjölk å 10 öre per liter Länsstyrelsen i Västernorrlands län anser sålunda att tio öre för söt oskummad liter är ett måttligt pris som arrendatorn bör få för sin produkt Reservanterna förmodar jag tycka detsamma då de yrka att denna motion icke måtte till någon andra kammarens åtgärd föranleda Jag har dock anledning betvivla att jordbrukarna i allmänhet dela denna reservanternas uppfattning Nu är det emellertid icke bara fråga om billig söt mjölk som arrendatorn skall tillhandahålla utan han skall också för så vitt det finnes tillgång därav på gården tillhandahålla smör för 1 krona 75 öre per kilogram Nuvarande maximipris är som bekant 3 kronor 25 öre för landssmör och 3 kronor 75 öre för me Jerismör Det är sålunda fråga om en betydande prisskillnad Vidare skall arrendatorn tillhandahålla skjutsar till 17 öre per kilometer I Västernorrlands län varifrån exemplen äro hämtade föreskriver skjutsstadgan för närvarande 2 kronor 10 öre per mil Prästen skall sålunda för varje nymil åka 40 öre billigare än vanliga människor då de åka efter enklaste gästgivarskjuts Vidare skall arrendatorn ombesörja upphuggning och hemforsling av ved för 6 kronor per famn samt sågning och klyvning för 2 kronor Nu är det snart så att man får betala 6 kronor för att få en famn ved huggen Det kan t o m ändå vara svårt att få nägon som vill syssla med detta arbete Det är självklart att arrendatorn i det fallet får köra hem veden fullständigt gratis Det måste synas mig olämpligt att ålägga honom det som är föreskrivet i kontraktsbestämmelserna Vidare skall arrendatorn plöja i trädgården för en ersättning av 5 kronor per kördagsverke Jag föreställde mig att nu gällande priser äro 1015 kronor kanske därutöver Prästen skall sålunda betala knappt en tredjedel av vad övriga få betala vilket synes mig oriktigt Sedan skall arrendatorn enligt samma kontrakt tillhandahålla arbetskraft för skötsel av trädgarden till ett pris av 2 kronor för mansdagsverke Det är icke möjligt att få någon jordbruksarbetare under 4 kronor d v s ett belopp dubbelt så stort som det prästen har att erlägga till arrendatorn För kvinnlig arbetskraft skall prästen betala 1 krona per dag Jag är säker om att man icke får ett kvinnodagsverke under 2 kronor Det förefaller åtminstone mig att dessa bestämmelser äro synnerligen betungande Lägger man då till detta den arrendatorn åliggande byggnadsskyldighet varom förut talats här framgår tydligt att,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1917/prot-1917--ak--028.xml#L3091,prot-1917--ak--028
dels ock en inom andra kammaren av herr Arvidson ( II 926 ) väckt motion,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1963/prot-1963--fk--027.xml#L10418,prot-1963--fk--027
2 Lördagen den 17 mars f m,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1923/prot-1923--fk--019.xml#L99,prot-1923--fk--019
Anf 13 KRISTER HAMMARBERGH ( M ),note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4414,prot-201617--082
r 23 i anledning av väckt motion om höjning av de skattefria avdragen enligt kommunalskattelagen samt förordningen om statlig inkomstoch förmögenhetsskatt samt,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1934/prot-1934--fk--024.xml#L2625,prot-1934--fk--024
I detta yttrande förenade sig Herrar Hellgrén Toll och von Rehausen,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1879/prot-1879--ak--044.xml#L1872,prot-1879--ak--044
Ang an Punkten a ) äillnings a förhållandena I denna punkt hade utskottet hemställt att riksdagen måtte med godkännande,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1947/prot-1947--fk--009.xml#L270,prot-1947--fk--009
herr Ollas A Ericssons motion no 122 till statsutskottet herr F Bergs motion no 123 till tillfälligt utskott,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1896/prot-1896--ak--004.xml#L1082,prot-1896--ak--004
Utskottets hemställan bifölls Punkten B ),note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1910/prot-1910--ak--057.xml#L6131,prot-1910--ak--057
Fortsattes överläggningen rörande punkten Ba4 av andra särskilda utskottets hemställan under avdelningen I i utlåtande nr 1 i anledning av Kungl Majts proposition angående omorganisation av det högre skolväsendet m m jämte i ämnet väckta motioner,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1927/prot-1927--fk--032.xml#L104,prot-1927--fk--032
dels två likalydande motioner väckta den ena inom första kammaren av herrar Per Petersson och Wallmark ( I 768 ) samt den andra inom andra kammaren av herr Nordstrandh och fröken Karlsson ( II 929 ),note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1963/prot-1963--fk--027.xml#L10408,prot-1963--fk--027
36 Onsdagen den 28 April e m,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1880/prot-1880--ak--047.xml#L2815,prot-1880--ak--047
r 169 angående viss ändring i gällande bestämmelser om mått och vikt,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1923/prot-1923--fk--019.xml#L158,prot-1923--fk--019
Anf 41 ANDERS BJÖRCK ( m ),note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--044.xml#L3650,prot-198485--044
Andra Kammarens Prot 1898 No 22 3,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1898/prot-1898--ak--022.xml#L2742,prot-1898--ak--022
dels två likalydande motioner väckta den ena inom första kammaren av herr Widén ( I 750 ) och den andra inom andra kammaren av herr Källstad ( II 907 ),note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1963/prot-1963--fk--027.xml#L10382,prot-1963--fk--027
Nr 44,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--044.xml#L3621,prot-198485--044
Ang lag om slatsdepartcmenten,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1926/prot-1926--ak--016.xml#L4215,prot-1926--ak--016
Anf 47 TOMAS TOBÉ ( M ),note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4537,prot-201617--082
Onsdagen den 26 oktober 1949 fm,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1949/prot-1949--ak--025.xml#L5089,prot-1949--ak--025
Nr 8,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1912/prot-1912--ak--008.xml#L1566,prot-1912--ak--008
170 Den 28 April f m,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1870/prot-1870--fk--0428.xml#L1286,prot-1870--fk--0428
r 156 med förslag till lag om lagsökning och om handräckning för fordran ( lagsökningslag ) m m,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1937/prot-1937--ak--017.xml#L187,prot-1937--ak--017
Ang tull å vissa slag av fisk m m ( Forts ),note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1932/prot-1932--ak--048.xml#L6139,prot-1932--ak--048
1901 Andra Kammaren No 35,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--ak--035.xml#L38,prot-1901--ak--035
Vården om sparbanks angelägenheter tillkommer dels så kallade hufvudmän som skola representera insättarne och såsom öfverstyrelse öfvervaka sparbankens förvaltning och dels en förvaltande styrelse,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1892/prot-1892--ak--042.xml#L481,prot-1892--ak--042
Onsdagen den 14 mars 1973,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1973/prot-1973--042.xml#L3014,prot-1973--042
Herr Lundgren i Göteborg som yttrade,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1910/prot-1910--ak--057.xml#L6143,prot-1910--ak--057
Ja 91 Nej 37,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1963/prot-1963--fk--027.xml#L10341,prot-1963--fk--027
IR,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1905/prot-1905--ak--034.xml#L56,prot-1905--ak--034
Nr 9 31,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1957/prot-1957--ak--009.xml#L2916,prot-1957--ak--009
No 55 i anledning af Kongl Majts särskilda proposition angående reglering af utgifterna under riksstatens Femte hufvudtitel,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1883/prot-1883--ak--063.xml#L2284,prot-1883--ak--063
män och,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1908/prot-1908--ak--061.xml#L1665,prot-1908--ak--061
Punkten 2 Utskottets hemställan bifölls,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1972/prot-1972--121.xml#L4277,prot-1972--121
199596KU24 Några frågor om sekretess,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1504,prot-199596--066
Herr First Herr talman mina herrar Det förefaller mig som om samtliga talare hvilka yttrat sig i denna fråga hafva så att säga dragit ett likhetstecken mellan ordinarie tjänstemän och tjänstemän på extraordinarie stat Det förefaller mig ickeriktigt En tjänsteman på extra stat har ju alltid en ovissare ställning än en ordinarie tjänsteman och måste ju dessutom hekosta sin egen pensionering eller själfpensionera sig Det synes mig därför alldeles tydligt att tjänstemän på extra stat borde kunna uppställa fordringar på större lön än ordinarie tjänstemän,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1908/prot-1908--ak--061.xml#L1687,prot-1908--ak--061
Herr Petersson i Påboda som anförde,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--ak--035.xml#L81,prot-1901--ak--035
Andra Kammarens Prot 1905 No 34 1,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1905/prot-1905--ak--034.xml#L90,prot-1905--ak--034
Anf 48 ADAM MARTTINEN ( SD ),note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4516,prot-201617--082
33,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--143.xml#L774,prot-198485--143
Föredrogs StatsUtskottets Utlåtande No 47 i anledning af väckta motioner angående afskrifning af grundskatterna och indelningsverket samt ändrad fördelning af det rikets städer och köpingar åliggande ordinarie båtsmanshållet,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1880/prot-1880--ak--047.xml#L2873,prot-1880--ak--047
Anf 31 TOMAS TOBÉ ( M ),note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4513,prot-201617--082
Anf 12 PETER ERIKSSON ( mp ) replik,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200708/prot-200708--126.xml#L746,prot-200708--126
I motionerna 1198 och II 216 hade anhållits att riksdagen i skrivelse till Kungl Majt måtte hemställa om ytterligare undersökningar angående förutsättningarna för trafikpolitikens tredje reformetapp samt att riksdagen måtte uttala sig för ett fortsatt uppskov med genomförandet av den tredje reformetappen intill dess de nämnda undersökningarna redovisats,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4765,prot-1969--fk--039
Föredrogs och hänvisades till behandling av lagutskott Kungl Majts proposition nr 277 med förslag till lag angående ändrad lydelse av 7 8 lagen den 20 mars 1936 ( nr 56 ) om socialregister,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1943/prot-1943--fk--019.xml#L1437,prot-1943--fk--019
Anf 12 Statsrådet ANDERS YGEMAN ( S ),note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4429,prot-201617--082
16 Nr 19 Onsdagen den 26 maj 1943,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1943/prot-1943--fk--019.xml#L1362,prot-1943--fk--019
102 Nr 30,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1961/prot-1961--ak--030.xml#L9791,prot-1961--ak--030
Frioch rättighetsfrågor,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--044.xml#L3627,prot-198485--044
I motionerna 1 755 och II 914 hade anhållits att jämväl yrkesutbildninge,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1963/prot-1963--fk--027.xml#L10429,prot-1963--fk--027
Ang utrikespolitikens kompletterande med ett sysslande med ofredens djupliggande orsaker,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1933/prot-1933--fk--033.xml#L2625,prot-1933--fk--033
No 56 angående reglering af utgifterna under riksstatens Sjette hufvudtitel,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1883/prot-1883--ak--063.xml#L2296,prot-1883--ak--063
Investeringsavgift skall med undantag som i andra och tredje styckena sägs beräknas på grundval av kostnaden för avgiftspliktig investering Har för sådan investering använts virke som uttagits ur egen fastighet eller tillgång som varit avsedd för omsättning eller förbrukning i rörelse skall i investeringskostnaden inräknas virkets eller lagertillgångens saluvärde,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1951/prot-1951--ak--035.xml#L5460,prot-1951--ak--035
Prot 1989907,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--007.xml#L14176,prot-198990--007
Herr statsrådet och chefen för inrikesdepartementet JOHANSSON erhöll ordet för att besvara fru Segerstedt Wibergs fråga angående utländska studerande i Sverige vilken fråga intagits i kammarens protokoll för den 22 februari och yttrade,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1966/prot-1966--fk--013.xml#L252,prot-1966--fk--013
No 47,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1880/prot-1880--ak--047.xml#L2805,prot-1880--ak--047
Herr E Hammarlunds motion No 176 till Tillfälligt Utskott,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1886/prot-1886--ak--004.xml#L1249,prot-1886--ak--004
prästerskapets,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1917/prot-1917--ak--028.xml#L3081,prot-1917--ak--028
Statsuerks,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1931/prot-1931--fk--004.xml#L1741,prot-1931--fk--004
Övriga punkter,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9860,prot-201415--082
r 10 i anledning av Kungl Majts proposition med förslag till förordning om förfarandet vid viss konsumtionsbeskattning m m i vad propositionen hänvisats till konstitutionsutskottet,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1596,prot-1959--fk--008
Häruti instämde herrar grefve Hamilton Höjer Beckman Fjjällbäck Wavrinsky Johansson från Stockholm Palm och Zotterman,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1891/prot-1891--ak--009.xml#L2954,prot-1891--ak--009
